USAF,WBAN_x,YEAR,MONTH,TEMP,DEWP,WDSP,MAX,MIN,DAY,WBAN_y,CTRY,LAT,LON,ELEV(M),LBL
378640,99999.0,2019.0,3.0,45.7,41.3,12.2,51.8,39.2,16.0,99999,AJ,40.468,50.047,3.0,"HEYDAR ALIYEV, AJ<br>Elevation: 3.0 m"
378640,99999.0,2019.0,4.0,52.7,48.25,8.3,60.55,46.4,8.5,99999,AJ,40.468,50.047,3.0,"HEYDAR ALIYEV, AJ<br>Elevation: 3.0 m"
378970,99999.0,2019.0,1.0,28.5,20.0,999.9,39.0,19.4,16.0,99999,AM,39.533,46.017,1581.0,"SISIAN, AM<br>Elevation: 1581.0 m"
378970,99999.0,2019.0,2.0,29.8,20.1,999.9,40.6,23.9,14.0,99999,AM,39.533,46.017,1581.0,"SISIAN, AM<br>Elevation: 1581.0 m"
378970,99999.0,2019.0,3.0,34.05,26.799999999999997,999.9,44.150000000000006,27.25,15.5,99999,AM,39.533,46.017,1581.0,"SISIAN, AM<br>Elevation: 1581.0 m"
378970,99999.0,2019.0,4.0,42.45,31.5,999.9,55.25,32.900000000000006,8.5,99999,AM,39.533,46.017,1581.0,"SISIAN, AM<br>Elevation: 1581.0 m"
379590,99999.0,2019.0,1.0,35.6,32.5,999.9,53.6,27.3,16.0,99999,AM,39.2,46.433,706.0,"KAPAN, AM<br>Elevation: 706.0 m"
379590,99999.0,2019.0,2.0,39.1,36.1,999.9,52.7,32.7,14.0,99999,AM,39.2,46.433,706.0,"KAPAN, AM<br>Elevation: 706.0 m"
379590,99999.0,2019.0,3.0,42.3,38.5,999.9,52.5,35.6,16.5,99999,AM,39.2,46.433,706.0,"KAPAN, AM<br>Elevation: 706.0 m"
379590,99999.0,2019.0,4.0,52.150000000000006,47.35,999.9,66.44999999999999,43.15,8.5,99999,AM,39.2,46.433,706.0,"KAPAN, AM<br>Elevation: 706.0 m"
379850,99999.0,2019.0,1.0,43.0,38.0,2.8,50.5,32.0,16.0,99999,AJ,38.733,48.833,-12.0,"LANKARAN, AJ<br>Elevation: -12.0 m"
379850,99999.0,2019.0,2.0,44.849999999999994,41.4,2.4,50.4,35.85,14.5,99999,AJ,38.733,48.833,-12.0,"LANKARAN, AJ<br>Elevation: -12.0 m"
379850,99999.0,2019.0,3.0,48.1,44.0,3.3,55.9,39.2,16.0,99999,AJ,38.733,48.833,-12.0,"LANKARAN, AJ<br>Elevation: -12.0 m"
379850,99999.0,2019.0,4.0,56.4,52.1,3.3499999999999996,62.7,48.1,8.5,99999,AJ,38.733,48.833,-12.0,"LANKARAN, AJ<br>Elevation: -12.0 m"
380010,99999.0,2019.0,1.0,33.9,31.5,11.0,39.6,28.4,16.0,99999,KZ,43.86,51.092,22.3,"AKTAU, KZ<br>Elevation: 22.3 m"
380010,99999.0,2019.0,2.0,34.75,30.700000000000003,7.8999999999999995,42.9,26.6,14.5,99999,KZ,43.86,51.092,22.3,"AKTAU, KZ<br>Elevation: 22.3 m"
380010,99999.0,2019.0,3.0,43.3,34.9,8.4,53.6,32.0,16.0,99999,KZ,43.86,51.092,22.3,"AKTAU, KZ<br>Elevation: 22.3 m"
380010,99999.0,2019.0,4.0,53.3,46.6,7.9,61.7,44.6,8.5,99999,KZ,43.86,51.092,22.3,"AKTAU, KZ<br>Elevation: 22.3 m"
380020,99999.0,2019.0,1.0,30.3,26.8,9.2,34.9,25.7,16.0,99999,KZ,44.733,51.967,56.0,"TUSCIKUDUK, KZ<br>Elevation: 56.0 m"
380020,99999.0,2019.0,2.0,31.1,27.0,10.2,37.9,26.6,15.0,99999,KZ,44.733,51.967,56.0,"TUSCIKUDUK, KZ<br>Elevation: 56.0 m"
380020,99999.0,2019.0,3.0,42.849999999999994,31.6,9.95,50.55,34.15,16.5,99999,KZ,44.733,51.967,56.0,"TUSCIKUDUK, KZ<br>Elevation: 56.0 m"
380020,99999.0,2019.0,4.0,56.45,40.25,9.45,69.1,46.2,8.5,99999,KZ,44.733,51.967,56.0,"TUSCIKUDUK, KZ<br>Elevation: 56.0 m"
380080,99999.0,2019.0,1.0,29.9,28.0,10.7,34.0,25.9,16.0,99999,KZ,44.15,51.95,240.0,"TUSHCHIBEK, KZ<br>Elevation: 240.0 m"
380080,99999.0,2019.0,2.0,32.0,26.0,10.2,39.2,26.6,14.0,99999,KZ,44.15,51.95,240.0,"TUSHCHIBEK, KZ<br>Elevation: 240.0 m"
380080,99999.0,2019.0,3.0,41.0,30.5,11.649999999999999,50.65,34.0,17.5,99999,KZ,44.15,51.95,240.0,"TUSHCHIBEK, KZ<br>Elevation: 240.0 m"
380080,99999.0,2019.0,4.0,55.2,41.650000000000006,507.0,65.55000000000001,48.9,8.5,99999,KZ,44.15,51.95,240.0,"TUSHCHIBEK, KZ<br>Elevation: 240.0 m"
380490,99999.0,2019.0,1.0,33.3,26.3,999.9,38.1,27.7,16.0,99999,KZ,44.067,62.9,88.0,"CIRIK-RABAT, KZ<br>Elevation: 88.0 m"
380490,99999.0,2019.0,2.0,29.65,22.5,999.9,39.349999999999994,22.9,14.5,99999,KZ,44.067,62.9,88.0,"CIRIK-RABAT, KZ<br>Elevation: 88.0 m"
380490,99999.0,2019.0,3.0,49.1,35.0,999.9,60.1,36.9,17.0,99999,KZ,44.067,62.9,88.0,"CIRIK-RABAT, KZ<br>Elevation: 88.0 m"
380490,99999.0,2019.0,4.0,59.099999999999994,40.55,999.9,72.5,46.95,8.5,99999,KZ,44.067,62.9,88.0,"CIRIK-RABAT, KZ<br>Elevation: 88.0 m"
380510,99999.0,2019.0,1.0,30.6,24.8,6.3,34.9,24.3,16.0,99999,KZ,44.883,63.167,92.0,"KARAK, KZ<br>Elevation: 92.0 m"
380510,99999.0,2019.0,2.0,26.15,20.75,12.1,34.599999999999994,19.7,14.5,99999,KZ,44.883,63.167,92.0,"KARAK, KZ<br>Elevation: 92.0 m"
380510,99999.0,2019.0,3.0,48.2,37.3,999.9,56.1,36.9,17.0,99999,KZ,44.883,63.167,92.0,"KARAK, KZ<br>Elevation: 92.0 m"
380510,99999.0,2019.0,4.0,56.1,41.5,999.9,69.2,46.5,8.5,99999,KZ,44.883,63.167,92.0,"KARAK, KZ<br>Elevation: 92.0 m"
380620,99999.0,2019.0,1.0,27.9,25.5,6.2,34.5,19.4,16.0,99999,KZ,44.767,65.533,129.0,"KZYL-ORDA, KZ<br>Elevation: 129.0 m"
380620,99999.0,2019.0,2.0,28.15,23.55,6.95,37.9,20.65,14.5,99999,KZ,44.767,65.533,129.0,"KZYL-ORDA, KZ<br>Elevation: 129.0 m"
380620,99999.0,2019.0,3.0,48.0,34.5,6.9,60.3,33.8,16.0,99999,KZ,44.767,65.533,129.0,"KZYL-ORDA, KZ<br>Elevation: 129.0 m"
380620,99999.0,2019.0,4.0,58.3,41.3,6.7,74.15,43.7,8.5,99999,KZ,44.767,65.533,129.0,"KZYL-ORDA, KZ<br>Elevation: 129.0 m"
380690,99999.0,2019.0,1.0,33.0,24.7,3.4,38.1,27.0,16.0,99999,KZ,44.167,66.75,153.0,"SHIELI, KZ<br>Elevation: 153.0 m"
380690,99999.0,2019.0,2.0,33.3,23.25,4.5,41.55,25.2,14.5,99999,KZ,44.167,66.75,153.0,"SHIELI, KZ<br>Elevation: 153.0 m"
380690,99999.0,2019.0,3.0,51.6,34.5,3.6,64.2,38.8,16.0,99999,KZ,44.167,66.75,153.0,"SHIELI, KZ<br>Elevation: 153.0 m"
380690,99999.0,2019.0,4.0,60.65,42.95,3.8,71.6,49.099999999999994,8.5,99999,KZ,44.167,66.75,153.0,"SHIELI, KZ<br>Elevation: 153.0 m"
380990,99999.0,2019.0,1.0,29.0,16.8,4.9,36.7,22.8,16.0,99999,KZ,44.283,72.95,350.0,"FURMANOVO, KZ<br>Elevation: 350.0 m"
380990,99999.0,2019.0,2.0,28.6,16.7,4.9,38.75,20.1,14.5,99999,KZ,44.283,72.95,350.0,"FURMANOVO, KZ<br>Elevation: 350.0 m"
380990,99999.0,2019.0,3.0,45.1,28.8,5.1,58.849999999999994,33.0,16.5,99999,KZ,44.283,72.95,350.0,"FURMANOVO, KZ<br>Elevation: 350.0 m"
380990,99999.0,2019.0,4.0,56.15,37.85,5.35,68.95,44.7,8.5,99999,KZ,44.283,72.95,350.0,"FURMANOVO, KZ<br>Elevation: 350.0 m"
381110,99999.0,2019.0,1.0,35.1,31.0,9.2,41.0,30.6,16.0,99999,KZ,43.583,51.083,15.0,"SEVCENKO, KZ<br>Elevation: 15.0 m"
381110,99999.0,2019.0,2.0,35.75,30.0,7.05,43.05,30.299999999999997,14.5,99999,KZ,43.583,51.083,15.0,"SEVCENKO, KZ<br>Elevation: 15.0 m"
381110,99999.0,2019.0,3.0,44.7,35.2,7.8,50.5,36.9,17.0,99999,KZ,43.583,51.083,15.0,"SEVCENKO, KZ<br>Elevation: 15.0 m"
381110,99999.0,2019.0,4.0,53.0,46.7,7.75,59.1,47.3,8.5,99999,KZ,43.583,51.083,15.0,"SEVCENKO, KZ<br>Elevation: 15.0 m"
381410,99999.0,2019.0,1.0,29.8,27.1,8.0,32.4,26.2,16.0,99999,UZ,43.883,57.883,127.0,"JASLYK, UZ<br>Elevation: 127.0 m"
381410,99999.0,2019.0,2.0,27.95,20.45,8.15,35.25,20.4,14.5,99999,UZ,43.883,57.883,127.0,"JASLYK, UZ<br>Elevation: 127.0 m"
381410,99999.0,2019.0,3.0,44.3,33.4,6.9,55.4,34.9,16.0,99999,UZ,43.883,57.883,127.0,"JASLYK, UZ<br>Elevation: 127.0 m"
381410,99999.0,2019.0,4.0,54.3,39.8,8.35,67.1,43.0,8.5,99999,UZ,43.883,57.883,127.0,"JASLYK, UZ<br>Elevation: 127.0 m"
381490,99999.0,2019.0,1.0,32.9,28.9,6.4,37.2,27.0,16.0,99999,UZ,43.083,58.933,64.0,"KUNGRAD, UZ<br>Elevation: 64.0 m"
381490,99999.0,2019.0,2.0,30.25,24.55,6.8,39.5,23.35,14.5,99999,UZ,43.083,58.933,64.0,"KUNGRAD, UZ<br>Elevation: 64.0 m"
381490,99999.0,2019.0,3.0,45.6,33.9,6.3,60.3,35.6,16.0,99999,UZ,43.083,58.933,64.0,"KUNGRAD, UZ<br>Elevation: 64.0 m"
381490,99999.0,2019.0,4.0,57.400000000000006,38.1,5.699999999999999,69.65,43.25,8.5,99999,UZ,43.083,58.933,64.0,"KUNGRAD, UZ<br>Elevation: 64.0 m"
381780,99999.0,2019.0,1.0,34.1,22.0,5.6,35.6,28.9,16.0,99999,UZ,43.15,64.333,234.0,"AK-BAJTAL, UZ<br>Elevation: 234.0 m"
381780,99999.0,2019.0,2.0,31.65,19.549999999999997,5.5,39.05,24.7,14.5,99999,UZ,43.15,64.333,234.0,"AK-BAJTAL, UZ<br>Elevation: 234.0 m"
381780,99999.0,2019.0,3.0,50.2,34.6,4.9,58.3,41.4,16.0,99999,UZ,43.15,64.333,234.0,"AK-BAJTAL, UZ<br>Elevation: 234.0 m"
381780,99999.0,2019.0,4.0,60.05,39.849999999999994,6.15,70.5,50.2,8.5,99999,UZ,43.15,64.333,234.0,"AK-BAJTAL, UZ<br>Elevation: 234.0 m"
381910,99999.0,2019.0,1.0,34.9,27.2,999.9,40.5,27.9,16.0,99999,KZ,43.717,67.417,174.0,"AK-KUM, KZ<br>Elevation: 174.0 m"
381910,99999.0,2019.0,2.0,35.85,27.35,999.9,46.2,28.4,14.5,99999,KZ,43.717,67.417,174.0,"AK-KUM, KZ<br>Elevation: 174.0 m"
381910,99999.0,2019.0,3.0,54.2,39.2,999.9,62.8,41.5,17.0,99999,KZ,43.717,67.417,174.0,"AK-KUM, KZ<br>Elevation: 174.0 m"
381910,99999.0,2019.0,4.0,60.599999999999994,44.4,999.9,73.4,48.650000000000006,8.5,99999,KZ,43.717,67.417,174.0,"AK-KUM, KZ<br>Elevation: 174.0 m"
381960,99999.0,2019.0,1.0,32.7,24.0,3.1,36.7,24.8,16.0,99999,KZ,43.55,68.9,822.0,"ASHCHYSAI, KZ<br>Elevation: 822.0 m"
381960,99999.0,2019.0,2.0,33.55,26.45,4.15,38.3,26.75,14.5,99999,KZ,43.55,68.9,822.0,"ASHCHYSAI, KZ<br>Elevation: 822.0 m"
381960,99999.0,2019.0,3.0,47.8,37.2,3.5,55.9,39.6,16.0,99999,KZ,43.55,68.9,822.0,"ASHCHYSAI, KZ<br>Elevation: 822.0 m"
381960,99999.0,2019.0,4.0,55.5,47.1,3.75,63.1,48.4,8.5,99999,KZ,43.55,68.9,822.0,"ASHCHYSAI, KZ<br>Elevation: 822.0 m"
381980,99999.0,2019.0,1.0,35.6,33.5,4.4,43.3,29.5,16.0,99999,KZ,43.267,68.217,207.0,"TURKESTAN, KZ<br>Elevation: 207.0 m"
381980,99999.0,2019.0,2.0,38.1,34.2,5.25,47.0,29.3,14.5,99999,KZ,43.267,68.217,207.0,"TURKESTAN, KZ<br>Elevation: 207.0 m"
381980,99999.0,2019.0,3.0,53.1,39.7,5.5,62.8,42.4,16.0,99999,KZ,43.267,68.217,207.0,"TURKESTAN, KZ<br>Elevation: 207.0 m"
381980,99999.0,2019.0,4.0,60.85,50.95,4.65,70.15,50.6,8.5,99999,KZ,43.267,68.217,207.0,"TURKESTAN, KZ<br>Elevation: 207.0 m"
382010,99999.0,2019.0,1.0,30.1,22.4,999.9,33.1,23.4,16.0,99999,KZ,43.8,69.2,481.0,"CULAKKURGAN, KZ<br>Elevation: 481.0 m"
382010,99999.0,2019.0,2.0,30.85,23.6,999.9,38.05,23.25,14.5,99999,KZ,43.8,69.2,481.0,"CULAKKURGAN, KZ<br>Elevation: 481.0 m"
382010,99999.0,2019.0,3.0,46.349999999999994,35.2,999.9,58.3,36.3,16.5,99999,KZ,43.8,69.2,481.0,"CULAKKURGAN, KZ<br>Elevation: 481.0 m"
382010,99999.0,2019.0,4.0,57.400000000000006,46.150000000000006,505.3,66.75,46.85,8.5,99999,KZ,43.8,69.2,481.0,"CULAKKURGAN, KZ<br>Elevation: 481.0 m"
382030,99999.0,2019.0,1.0,31.0,23.7,999.9,36.5,24.3,16.0,99999,RS,43.783,70.933,366.0,"UJUK, RS<br>Elevation: 366.0 m"
382030,99999.0,2019.0,2.0,31.65,23.4,999.9,39.3,24.700000000000003,14.5,99999,RS,43.783,70.933,366.0,"UJUK, RS<br>Elevation: 366.0 m"
382030,99999.0,2019.0,3.0,48.4,33.0,999.9,59.7,35.4,17.0,99999,RS,43.783,70.933,366.0,"UJUK, RS<br>Elevation: 366.0 m"
382030,99999.0,2019.0,4.0,57.55,44.1,999.9,66.85,47.3,8.5,99999,RS,43.783,70.933,366.0,"UJUK, RS<br>Elevation: 366.0 m"
382070,99999.0,2019.0,1.0,35.9,28.1,999.9,43.9,29.3,16.0,99999,KZ,43.033,69.367,365.0,"CAJAN, KZ<br>Elevation: 365.0 m"
382070,99999.0,2019.0,2.0,36.8,30.3,11.2,44.6,29.1,14.0,99999,KZ,43.033,69.367,365.0,"CAJAN, KZ<br>Elevation: 365.0 m"
382070,99999.0,2019.0,3.0,52.7,40.849999999999994,12.85,61.25,41.45,16.5,99999,KZ,43.033,69.367,365.0,"CAJAN, KZ<br>Elevation: 365.0 m"
382070,99999.0,2019.0,4.0,59.349999999999994,49.650000000000006,999.9,67.9,52.2,8.5,99999,KZ,43.033,69.367,365.0,"CAJAN, KZ<br>Elevation: 365.0 m"
382220,99999.0,2019.0,1.0,30.3,27.7,3.6,40.8,21.6,16.0,99999,KZ,43.7,73.783,456.0,"TOLE BI, KZ<br>Elevation: 456.0 m"
382220,99999.0,2019.0,2.0,32.35,26.549999999999997,3.5,41.6,22.700000000000003,14.5,99999,KZ,43.7,73.783,456.0,"TOLE BI, KZ<br>Elevation: 456.0 m"
382220,99999.0,2019.0,3.0,47.0,35.0,4.4,64.4,31.5,16.0,99999,KZ,43.7,73.783,456.0,"TOLE BI, KZ<br>Elevation: 456.0 m"
382220,99999.0,2019.0,4.0,58.400000000000006,47.0,4.35,71.4,42.5,8.5,99999,KZ,43.7,73.783,456.0,"TOLE BI, KZ<br>Elevation: 456.0 m"
382230,99999.0,2019.0,1.0,29.1,20.6,11.7,35.6,23.4,16.0,99999,KZ,43.833,74.4,768.0,"CHOKPAR, KZ<br>Elevation: 768.0 m"
382230,99999.0,2019.0,2.0,31.45,21.75,9.2,36.3,26.5,14.5,99999,KZ,43.833,74.4,768.0,"CHOKPAR, KZ<br>Elevation: 768.0 m"
382230,99999.0,2019.0,3.0,45.650000000000006,31.3,10.2,56.0,35.9,16.5,99999,KZ,43.833,74.4,768.0,"CHOKPAR, KZ<br>Elevation: 768.0 m"
382230,99999.0,2019.0,4.0,53.55,40.05,12.649999999999999,63.3,45.35,8.5,99999,KZ,43.833,74.4,768.0,"CHOKPAR, KZ<br>Elevation: 768.0 m"
382290,99999.0,2019.0,1.0,25.8,18.4,9.7,32.4,19.2,16.0,99999,KZ,43.3,74.983,1145.0,"KURDAJ, KZ<br>Elevation: 1145.0 m"
382290,99999.0,2019.0,2.0,27.4,20.6,7.05,32.55,21.65,14.5,99999,KZ,43.3,74.983,1145.0,"KURDAJ, KZ<br>Elevation: 1145.0 m"
382290,99999.0,2019.0,3.0,41.3,30.65,8.05,49.75,34.25,16.5,99999,KZ,43.3,74.983,1145.0,"KURDAJ, KZ<br>Elevation: 1145.0 m"
382290,99999.0,2019.0,4.0,51.65,42.45,15.55,58.0,44.1,8.5,99999,KZ,43.3,74.983,1145.0,"KURDAJ, KZ<br>Elevation: 1145.0 m"
382320,99999.0,2019.0,1.0,32.6,30.5,7.5,35.4,28.0,16.0,99999,KZ,42.967,54.117,78.0,"AKKUDUK, KZ<br>Elevation: 78.0 m"
382320,99999.0,2019.0,2.0,33.5,28.25,5.949999999999999,39.7,27.3,14.5,99999,KZ,42.967,54.117,78.0,"AKKUDUK, KZ<br>Elevation: 78.0 m"
382320,99999.0,2019.0,3.0,45.5,33.2,6.6,55.4,34.9,16.0,99999,KZ,42.967,54.117,78.0,"AKKUDUK, KZ<br>Elevation: 78.0 m"
382320,99999.0,2019.0,4.0,57.4,46.0,7.0,69.9,49.2,8.5,99999,KZ,42.967,54.117,78.0,"AKKUDUK, KZ<br>Elevation: 78.0 m"
382620,99999.0,2019.0,1.0,33.1,28.2,3.4,37.6,26.4,16.0,99999,UZ,42.95,59.817,66.0,"CHIMBAJ, UZ<br>Elevation: 66.0 m"
382620,99999.0,2019.0,2.0,30.45,23.65,4.9,40.3,23.4,14.5,99999,UZ,42.95,59.817,66.0,"CHIMBAJ, UZ<br>Elevation: 66.0 m"
382620,99999.0,2019.0,3.0,45.6,33.9,4.1,59.9,36.7,16.0,99999,UZ,42.95,59.817,66.0,"CHIMBAJ, UZ<br>Elevation: 66.0 m"
382620,99999.0,2019.0,4.0,59.1,37.599999999999994,4.0,70.8,47.65,8.5,99999,UZ,42.95,59.817,66.0,"CHIMBAJ, UZ<br>Elevation: 66.0 m"
382640,99999.0,2019.0,1.0,33.2,29.6,6.8,36.7,28.2,16.0,99999,UZ,42.45,59.617,77.0,"NUKUS, UZ<br>Elevation: 77.0 m"
382640,99999.0,2019.0,2.0,31.05,25.15,7.5,39.3,26.4,14.5,99999,UZ,42.45,59.617,77.0,"NUKUS, UZ<br>Elevation: 77.0 m"
382640,99999.0,2019.0,3.0,46.5,33.6,6.8,57.9,37.9,16.0,99999,UZ,42.45,59.617,77.0,"NUKUS, UZ<br>Elevation: 77.0 m"
382640,99999.0,2019.0,4.0,59.7,37.6,6.2,69.8,48.400000000000006,8.5,99999,UZ,42.45,59.617,77.0,"NUKUS, UZ<br>Elevation: 77.0 m"
383010,99999.0,2019.0,1.0,35.2,29.5,999.9,41.7,28.0,16.0,99999,KZ,42.8,67.417,185.0,"KYZYLKUM, KZ<br>Elevation: 185.0 m"
383010,99999.0,2019.0,2.0,37.75,30.05,503.34999999999997,48.2,28.950000000000003,14.5,99999,KZ,42.8,67.417,185.0,"KYZYLKUM, KZ<br>Elevation: 185.0 m"
383010,99999.0,2019.0,3.0,52.349999999999994,38.2,999.9,62.5,41.0,16.5,99999,KZ,42.8,67.417,185.0,"KYZYLKUM, KZ<br>Elevation: 185.0 m"
383010,99999.0,2019.0,4.0,61.25,48.400000000000006,999.9,72.5,50.0,8.5,99999,KZ,42.8,67.417,185.0,"KYZYLKUM, KZ<br>Elevation: 185.0 m"
383160,99999.0,2019.0,1.0,36.6,31.5,7.8,46.4,30.2,16.0,99999,KZ,42.433,68.8,240.0,"ARYS, KZ<br>Elevation: 240.0 m"
383160,99999.0,2019.0,2.0,39.75,32.9,6.55,50.25,31.55,14.5,99999,KZ,42.433,68.8,240.0,"ARYS, KZ<br>Elevation: 240.0 m"
383160,99999.0,2019.0,3.0,52.45,40.25,999.9,63.150000000000006,43.0,16.5,99999,KZ,42.433,68.8,240.0,"ARYS, KZ<br>Elevation: 240.0 m"
383160,99999.0,2019.0,4.0,61.05,52.150000000000006,503.84999999999997,72.65,50.35,8.5,99999,KZ,42.433,68.8,240.0,"ARYS, KZ<br>Elevation: 240.0 m"
383280,99999.0,2019.0,1.0,37.2,32.0,4.5,48.2,30.0,16.0,99999,KZ,42.364,69.479,422.1,"SHYMKENT, KZ<br>Elevation: 422.1 m"
383280,99999.0,2019.0,2.0,40.650000000000006,31.1,4.9,50.1,30.549999999999997,14.5,99999,KZ,42.364,69.479,422.1,"SHYMKENT, KZ<br>Elevation: 422.1 m"
383280,99999.0,2019.0,3.0,51.8,39.2,5.2,62.6,39.7,16.0,99999,KZ,42.364,69.479,422.1,"SHYMKENT, KZ<br>Elevation: 422.1 m"
383280,99999.0,2019.0,4.0,60.05,53.3,5.35,69.8,49.8,8.5,99999,KZ,42.364,69.479,422.1,"SHYMKENT, KZ<br>Elevation: 422.1 m"
383340,99999.0,2019.0,1.0,33.9,23.6,4.9,43.0,27.9,16.0,99999,KZ,42.483,70.3,808.0,"AUL TURARA RYSKULOVA, KZ<br>Elevation: 808.0 m"
383340,99999.0,2019.0,2.0,36.65,27.2,4.800000000000001,43.400000000000006,28.95,14.5,99999,KZ,42.483,70.3,808.0,"AUL TURARA RYSKULOVA, KZ<br>Elevation: 808.0 m"
383340,99999.0,2019.0,3.0,49.2,35.4,3.9,59.9,40.1,16.0,99999,KZ,42.483,70.3,808.0,"AUL TURARA RYSKULOVA, KZ<br>Elevation: 808.0 m"
383340,99999.0,2019.0,4.0,56.05,49.85,5.1,64.5,49.4,8.5,99999,KZ,42.483,70.3,808.0,"AUL TURARA RYSKULOVA, KZ<br>Elevation: 808.0 m"
383380,99999.0,2019.0,1.0,26.2,14.9,3.9,33.8,19.6,16.0,99999,KZ,42.233,70.117,1122.0,"BLINKOVO, KZ<br>Elevation: 1122.0 m"
383380,99999.0,2019.0,2.0,24.15,14.9,4.15,34.5,16.25,14.5,99999,KZ,42.233,70.117,1122.0,"BLINKOVO, KZ<br>Elevation: 1122.0 m"
383380,99999.0,2019.0,3.0,34.5,24.7,999.9,44.1,27.15,16.5,99999,KZ,42.233,70.117,1122.0,"BLINKOVO, KZ<br>Elevation: 1122.0 m"
383380,99999.0,2019.0,4.0,43.6,36.65,3.9,51.349999999999994,38.3,8.5,99999,KZ,42.233,70.117,1122.0,"BLINKOVO, KZ<br>Elevation: 1122.0 m"
383410,99999.0,2019.0,1.0,32.6,28.5,3.6,42.8,24.6,16.0,99999,KZ,42.85,71.3,652.0,"TARAZ, KZ<br>Elevation: 652.0 m"
383410,99999.0,2019.0,2.0,34.7,27.9,4.300000000000001,42.3,26.5,14.5,99999,KZ,42.85,71.3,652.0,"TARAZ, KZ<br>Elevation: 652.0 m"
383410,99999.0,2019.0,3.0,49.5,37.7,4.3,60.8,35.2,16.0,99999,KZ,42.85,71.3,652.0,"TARAZ, KZ<br>Elevation: 652.0 m"
383410,99999.0,2019.0,4.0,53.8,52.0,3.9,60.8,44.8,6.0,99999,KZ,42.85,71.3,652.0,"TARAZ, KZ<br>Elevation: 652.0 m"
383430,99999.0,2019.0,1.0,30.6,29.8,3.4,40.1,24.1,16.0,99999,KZ,42.95,72.75,683.0,"KULAN, KZ<br>Elevation: 683.0 m"
383430,99999.0,2019.0,2.0,33.349999999999994,30.299999999999997,3.3,40.4,25.6,14.5,99999,KZ,42.95,72.75,683.0,"KULAN, KZ<br>Elevation: 683.0 m"
383430,99999.0,2019.0,3.0,48.6,37.9,4.3,60.1,33.4,16.0,99999,KZ,42.95,72.75,683.0,"KULAN, KZ<br>Elevation: 683.0 m"
383430,99999.0,2019.0,4.0,56.0,45.1,6.1,64.9,46.4,8.5,99999,KZ,42.95,72.75,683.0,"KULAN, KZ<br>Elevation: 683.0 m"
383450,99999.0,2019.0,1.0,31.3,21.9,2.3,43.5,22.1,16.0,99999,KG,42.517,72.217,1218.0,"TALAS, KG<br>Elevation: 1218.0 m"
383450,99999.0,2019.0,2.0,32.05,23.2,2.45,45.6,23.15,14.5,99999,KG,42.517,72.217,1218.0,"TALAS, KG<br>Elevation: 1218.0 m"
383450,99999.0,2019.0,3.0,45.3,33.5,2.4,58.5,32.4,16.0,99999,KG,42.517,72.217,1218.0,"TALAS, KG<br>Elevation: 1218.0 m"
383450,99999.0,2019.0,4.0,52.349999999999994,43.45,3.1500000000000004,65.95,42.8,8.5,99999,KG,42.517,72.217,1218.0,"TALAS, KG<br>Elevation: 1218.0 m"
383530,99999.0,2019.0,1.0,34.0,25.0,2.7,43.0,28.0,16.0,99999,KG,42.85,74.533,760.0,"BISHKEK, KG<br>Elevation: 760.0 m"
383530,99999.0,2019.0,2.0,34.5,26.6,2.6500000000000004,43.4,28.1,14.5,99999,KG,42.85,74.533,760.0,"BISHKEK, KG<br>Elevation: 760.0 m"
383530,99999.0,2019.0,3.0,50.1,34.5,2.6,62.1,39.0,16.0,99999,KG,42.85,74.533,760.0,"BISHKEK, KG<br>Elevation: 760.0 m"
383530,99999.0,2019.0,4.0,56.95,47.349999999999994,3.0,66.65,48.75,8.5,99999,KG,42.85,74.533,760.0,"BISHKEK, KG<br>Elevation: 760.0 m"
383830,,,,,,,,,,99999,TX,41.583,58.717,62.0,"SHASENEM, TX<br>Elevation: 62.0 m"
383880,99999.0,2019.0,1.0,35.4,25.4,4.5,41.7,31.5,16.0,99999,TX,41.033,57.767,62.0,"EKEZHE, TX<br>Elevation: 62.0 m"
383880,99999.0,2019.0,2.0,37.05,23.7,5.35,44.6,31.3,14.5,99999,TX,41.033,57.767,62.0,"EKEZHE, TX<br>Elevation: 62.0 m"
383880,99999.0,2019.0,3.0,49.5,31.2,5.6,57.9,41.4,16.0,99999,TX,41.033,57.767,62.0,"EKEZHE, TX<br>Elevation: 62.0 m"
383880,99999.0,2019.0,4.0,61.75,36.95,7.15,74.5,47.15,8.5,99999,TX,41.033,57.767,62.0,"EKEZHE, TX<br>Elevation: 62.0 m"
383920,99999.0,2019.0,1.0,35.7,30.0,8.7,40.1,28.4,16.0,99999,TX,41.75,59.817,82.0,"DASHKHOVUZ, TX<br>Elevation: 82.0 m"
383920,99999.0,2019.0,2.0,34.35,28.45,8.85,41.3,28.3,14.5,99999,TX,41.75,59.817,82.0,"DASHKHOVUZ, TX<br>Elevation: 82.0 m"
383920,99999.0,2019.0,3.0,50.5,39.8,9.2,60.4,39.7,16.0,99999,TX,41.75,59.817,82.0,"DASHKHOVUZ, TX<br>Elevation: 82.0 m"
383920,99999.0,2019.0,4.0,60.95,44.75,8.1,71.8,50.900000000000006,8.5,99999,TX,41.75,59.817,82.0,"DASHKHOVUZ, TX<br>Elevation: 82.0 m"
383960,99999.0,2019.0,1.0,36.3,30.8,8.1,44.4,28.9,16.0,99999,UZ,41.567,60.633,101.0,"URGENCH, UZ<br>Elevation: 101.0 m"
